Event	ID	Name			Wwise Object Path	Notes
	287322247	Metal_Impact			\Default Work Unit\SFX\SFX_LVL_01\Metal_Impact	
	597837610	Paper_Impact			\Default Work Unit\SFX\SFX_LVL_01\Paper_Impact	
	642557103	Vending_Machine_Can_Drop			\Default Work Unit\SFX\SFX_LVL_01\Vending_Machine_Can_Drop	
	773416244	Glass_Impact			\Default Work Unit\SFX\SFX_LVL_01\Glass_Impact	
	1169618243	Metal_Small_Impact			\Default Work Unit\SFX\SFX_LVL_01\Metal_Small_Impact	
	1494932630	Vending_Machine_Explosion			\Default Work Unit\SFX\SFX_LVL_01\Vending_Machine_Explosion	
	1689087531	Water_Bubble			\Default Work Unit\SFX\SFX_LVL_01\Water_Bubble	
	2247869028	Water_Launch			\Default Work Unit\SFX\SFX_LVL_01\Water_Launch	
	2250670657	Vending_Machine_Error			\Default Work Unit\SFX\SFX_LVL_01\Vending_Machine_Error	
	2382358261	Broom_Impact			\Default Work Unit\SFX\SFX_LVL_01\Broom_Impact	
	2620348691	Keyboard_Impact			\Default Work Unit\SFX\SFX_LVL_01\Keyboard_Impact	
	2656773838	Vending_Machine_Jingle			\Default Work Unit\SFX\SFX_LVL_01\Vending_Machine_Jingle	
	2663519280	Plastic_Impact			\Default Work Unit\SFX\SFX_LVL_01\Plastic_Impact	
	2701579006	Printer_Jam			\Default Work Unit\SFX\SFX_LVL_01\Printer_Jam	
	3122897989	Vending_Machine_On_LP			\Default Work Unit\SFX\SFX_LVL_01\Vending_Machine_On_LP	
	3424549262	Water_Fall			\Default Work Unit\SFX\SFX_LVL_01\Water_Fall	
	3557809988	Phone_Impact			\Default Work Unit\SFX\SFX_LVL_01\Phone_Impact	
	3660102134	PCTower_Impact			\Default Work Unit\SFX\SFX_LVL_01\PCTower_Impact	
	4006766083	Rock_Impact			\Default Work Unit\SFX\SFX_LVL_01\Rock_Impact	
	4070152387	Water_Impact			\Default Work Unit\SFX\SFX_LVL_01\Water_Impact	

State Group	ID	Name			Wwise Object Path	Notes
	603700529	MC_CriticalHealth			\MC\MC_CriticalHealth	
	2037745005	STG_DUCKGAMEOVER			\SFX\STG_DUCKGAMEOVER	
	3350389201	STG_SLOWMO			\SFX\STG_SLOWMO	

State	ID	Name	State Group			Notes
	748895195	None	MC_CriticalHealth			
	930712164	OFF	MC_CriticalHealth			
	1651971902	ON	MC_CriticalHealth			
	748895195	None	STG_DUCKGAMEOVER			
	930712164	OFF	STG_DUCKGAMEOVER			
	1651971902	ON	STG_DUCKGAMEOVER			
	748895195	None	STG_SLOWMO			
	930712164	OFF	STG_SLOWMO			
	1651971902	ON	STG_SLOWMO			

Game Parameter	ID	Name			Wwise Object Path	Notes
	932301089	RTPC_SFX_Volume			\UI\RTPC_SFX_Volume	
	1400970647	RTPC_Music_SideChain_VOICEREACTION			\MUSIC\RTPC_Music_SideChain_VOICEREACTION	
	1828041389	RTPC_Music_SideChain			\MUSIC\RTPC_Music_SideChain	
	2564988978	RTPC_Master_Volume			\UI\RTPC_Master_Volume	
	3312150600	RTPC_Sidechain_Rage_Enter			\UI\RTPC_Sidechain_Rage_Enter	
	3723658470	RTPC_PhysicsObj_Volume			\GPE\RTPC_PhysicsObj_Volume	

Audio Bus	ID	Name			Wwise Object Path	Notes
	1650947108	AB_SFX			\Default Work Unit\Master Audio Bus\SFX\AB_SFX	
	1669415115	AB_SFX_LVL_01			\Default Work Unit\Master Audio Bus\SFX\AB_SFX\AB_SFX_LVL_01	
	3803692087	Master Audio Bus			\Default Work Unit\Master Audio Bus	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	191849	GPE_Glass_ImpactFloor_03	C:\Users\ninol\Documents\NHericher_DESKTOP-IERF7E2_1653\FThisJob\FThisJob_WwiseProject\.cache\65\{653C6A03-E03C-1735-A7D2-FA3C8E470572}.wem		\Actor-Mixer Hierarchy\GPE\AM_GPE\GPE_LVL_01\AM_GPE_LVL_01\GPE_PhysicsObjects\RC_Glass\GPE_Glass_ImpactFloor_03		5735
	6668094	SFX_Water_Bubble_03	C:\Users\ninol\Documents\NHericher_DESKTOP-IERF7E2_1653\FThisJob\FThisJob_WwiseProject\.cache\80\{8000CE6E-7470-CA1C-1A49-91D034027C4D}.wem		\Actor-Mixer Hierarchy\SFX\AM_SFX\SFX_LVL_01\AM_SFX_LVL_01\AM_Water\RC_Water_Bubble\SFX_Water_Bubble_03		6864
	7787507	SFX_Water_Explosion_03	C:\Users\ninol\Documents\NHericher_DESKTOP-IERF7E2_1653\FThisJob\FThisJob_WwiseProject\.cache\7A\{7A0D0776-1F9A-80E9-C728-5E3385AF994D}.wem		\Actor-Mixer Hierarchy\SFX\AM_SFX\SFX_LVL_01\AM_SFX_LVL_01\AM_Water\RC_Water_Explosion\SFX_Water_Explosion_03		34993
	20132580	SFX_Water_Explosion_02	C:\Users\ninol\Documents\NHericher_DESKTOP-IERF7E2_1653\FThisJob\FThisJob_WwiseProject\.cache\F4\{F4A6D4A8-AAD3-3BE5-90B7-F37CC02DBD3D}.wem		\Actor-Mixer Hierarchy\SFX\AM_SFX\SFX_LVL_01\AM_SFX_LVL_01\AM_Water\RC_Water_Explosion\SFX_Water_Explosion_02		32688
	27831688	GPE_Plastic_ImpactFloor_06	C:\Users\ninol\Documents\NHericher_DESKTOP-IERF7E2_1653\FThisJob\FThisJob_WwiseProject\.cache\29\{29C81B22-F434-87FD-D82B-470C7D967F34}.wem		\Actor-Mixer Hierarchy\GPE\AM_GPE\GPE_LVL_01\AM_GPE_LVL_01\GPE_PhysicsObjects\RC_Plastic\GPE_Plastic_ImpactFloor_06		4648
	28009572	GPE_Paper_ImpactFloor_02	C:\Users\ninol\Documents\NHericher_DESKTOP-IERF7E2_1653\FThisJob\FThisJob_WwiseProject\.cache\87\{87F19C3F-24CF-3334-E1CF-7CBA29E8A77F}.wem		\Actor-Mixer Hierarchy\GPE\AM_GPE\GPE_LVL_01\AM_GPE_LVL_01\GPE_PhysicsObjects\RC_Paper\GPE_Paper_ImpactFloor_02		5090
	31608843	SFX_Vending_Machine_Error_01	C:\Users\ninol\Documents\NHericher_DESKTOP-IERF7E2_1653\FThisJob\FThisJob_WwiseProject\.cache\33\{3324A7AE-C911-7D30-1070-8033A7CA33DA}.wem		\Actor-Mixer Hierarchy\SFX\AM_SFX\SFX_LVL_01\AM_SFX_LVL_01\AM_Vending_Machine\RC_Vending_Machine_Error\SFX_Vending_Machine_Error_01		15837
	49891760	SFX_Water_Grab_04	C:\Users\ninol\Documents\NHericher_DESKTOP-IERF7E2_1653\FThisJob\FThisJob_WwiseProject\.cache\D6\{D692B962-4D1D-4FF4-4BF4-1DBD36903F56}.wem		\Actor-Mixer Hierarchy\SFX\AM_SFX\SFX_LVL_01\AM_SFX_LVL_01\AM_Water\RC_Water_FallImpact\SFX_Water_Grab_04		9589
	64959888	GPE_PCTower_ImpactFloor_03	C:\Users\ninol\Documents\NHericher_DESKTOP-IERF7E2_1653\FThisJob\FThisJob_WwiseProject\.cache\FB\{FB174998-A979-2E2A-BD48-4C33150D6134}.wem		\Actor-Mixer Hierarchy\GPE\AM_GPE\GPE_LVL_01\AM_GPE_LVL_01\GPE_PhysicsObjects\RC_PCTower\GPE_PCTower_ImpactFloor_03		3748
	85235490	GPE_Paper_ImpactFloor_08	C:\Users\ninol\Documents\NHericher_DESKTOP-IERF7E2_1653\FThisJob\FThisJob_WwiseProject\.cache\D3\{D34350C5-0B82-AEE4-8973-59565C9782CA}.wem		\Actor-Mixer Hierarchy\GPE\AM_GPE\GPE_LVL_01\AM_GPE_LVL_01\GPE_PhysicsObjects\RC_Paper\GPE_Paper_ImpactFloor_08		6034
